"";"hashed_id";"profession_declaree";"profession_recode"
"1649";7214;"Commercial viticole";"Représentant en produits alimentaires"
"1650";489;"Opticienne-lunetière";"Opticienne-lunetière"
"1651";9589;"Technicienne support informatique";"Technicienne support informatique"
"1652";10247;"Chargé de gestion";"Chargé de gestion locative"
"1653";8524;"Responsable technique dans un laboratoire d'analyses";"Technicien de laboratoire"
"1654";225;"Directrice d'association socio-éducative";"Directrice d'association socio-éducative"
"1655";3399;"Stagiaire Économie";NA
"1656";277;"Secrétaire de rédaction";"Secrétaire de rédaction"
"1657";1945;"Manager en magasin";"Directeur de magasin"
"1658";9983;"Chargée d'études marketing";"Chargée d'études marketing"
"1659";8006;"Professeur des écoles";"Professeur des écoles (PE)"
"1660";8418;"Chauffeur de bus, de car";"Chauffeur de bus, de car"
"1661";3882;"Professeur agrégé en lycée";"Professeur agrégé en lycée"
"1662";5385;"Operatrice de production";"Opératrice de production dans l'agroalimentaire"
"1663";5039;"Lead Tech (informatique)";"Développeur en informatique"
"1664";5927;"cadre de banque";"Cadre commerciale de banque"
"1665";5698;"Employé polyvalent";"Employé polyvalent du commerce"
"1666";2587;"Enseignant agrégé en lycée";"Enseignant agrégé en lycée"
"1667";537;"Consultant en formation";"Consultant en formation"
"1668";3742;"Ingénieur développement informatique";"Ingénieur développement informatique"
"1669";6710;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"1670";3533;"Employé de banque";"Employé de banque"
"1671";5093;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"1672";764;"Technicien de maintenance d'équipements industriels";"Technicien de maintenance d'équipements industriels"
"1673";1955;"Actuaire en assurances";"Actuaire en assurances"
"1674";4282;"Employé de banque";"Employé de banque"
"1675";11;"Manager de la grande distribution";"Manager de la grande distribution"
"1676";5435;"MEDIATRICE CULTURELLE";"Médiatrice culturelle"
"1677";3674;"Factrice";"Factrice"
"1678";8701;"Cadre administratif de l'État";"Cadre administratif de l'État"
"1679";9325;"Expert comptable";"Experte-comptable"
"1680";8568;"Déclarante en douane";"Déclarante en douane"
"1681";8887;"Ingénieur logiciel";"Ingénieur logiciel"
"1682";6094;"Chargée de relations publiques";"Chargée de relations publiques"
"1683";6759;"Cadre direction des services généraux orange";"Responsable des services généraux"
"1684";6838;"Cadre technique des assurances";"Cadre technique des assurances"
"1685";1985;"Ouvrier";"Ouvrier en confection"
"1686";8097;"Chargée de communication";"Chargée de communication"
"1687";6323;"Sculpteur tailleur de pierre";"Artiste sculpteur"
"1688";3852;"Professeur de musique assistée par ordinateur";"Professeur d'école de musique"
"1689";6954;"Maîte d'oeuvre";"Maître d'œuvre (architecte)"
"1690";7170;"Comptable d'entreprise";"Comptable d'entreprise"
"1691";316;"Équipier fast food";"Équipier polyvalent de la restauration rapide"
"1692";5876;"Éducateur spécialisé";"Éducateur spécialisé"
"1693";8148;"Assistante commerciale et administrative";"Assistante commerciale et administrative"
"1694";2948;"Régleur en horlogerie";"Régleur en horlogerie"
"1695";8456;"Auditrice qualité";"Auditrice qualité"
"1696";9669;"Pharmacien hospitalier";"Pharmacien hospitalier"
"1697";220;"Assistante juridique";"Assistante juridique"
"1698";9219;"Vendeuse lingerie";"Vendeuse en lingerie"
"1699";3903;"Professeure agrégée en collège";"Professeure agrégée en collège"
"1700";7172;"Technicienne back office banque";"Technicienne back office banque"
"1701";4067;"Adjointe administrative (comptabilité)";"Adjointe administrative (comptabilité)"
"1702";7122;"Pâtissier dans un restaurant";"Pâtissier dans un restaurant"
"1703";9517;"Infirmière scolaire";"Infirmière scolaire"
"1704";3333;"Cadre fonction publique";NA
"1705";5519;"Cadre";NA
"1706";7501;"Ingénieur commercial grands comptes";"Ingénieur commercial grands comptes"
"1707";8167;"Contrôleuse financière";"Contrôleuse financière"
"1708";1908;"Ingénieure recherche et développement (R&D) de l'industrie";"Ingénieure recherche et développement (R&D) de l'industrie"
"1709";5313;"Conducteur de travaux";"Conducteur de travaux"
"1710";9573;"Artisan décorateur";"Artisan décorateur"
"1711";1496;"Consultante conseil aux entreprises";"Consultante conseil aux entreprises"
"1712";3023;"Major de police";"Major de police"
"1713";8952;"Assistante maternelle agréée";"Assistante maternelle agréée"
"1714";9313;"Consultant informatique";"Consultant informatique"
"1715";1534;"Responsable de point de vente";"Responsable de point de vente"
"1716";9011;"Gestionnaire de stock (magasinage, manutention)";"Gestionnaire de stock (magasinage, manutention)"
"1717";6806;"Artisan du bâtiment";"Artisan du bâtiment"
"1718";8527;"Attachée d'administration hospitalière (AAH)";"Attachée d'administration hospitalière (AAH)"
"1719";2675;"Assistante administrative d'entreprise";"Assistante administrative d'entreprise"
"1720";6636;"Développeur back-end";"Développeur back-end"
"1721";1250;"Chef de projet informatique";"Chef de projet informatique"
"1722";4635;"Acheteur de centrale d'achats";"Acheteur de centrale d'achats"
"1723";4208;"Cadre commerciale";"Cadre commerciale"
"1724";8435;"Administrateur réseau informatique";"Administrateur réseau informatique"
"1725";4130;"Développeur web";"Développeur web"
"1726";3554;"Agent immobilier (négociatrice)";"Agent immobilier (négociateur)"
"1727";2554;"Steward";"Steward"
"1728";3487;"Conseiller en gestion de patrimoine";"Conseiller en gestion de patrimoine"
"1729";2565;"Développeur back-end";"Développeur back-end"
"1730";2907;"Responsable logistique";"Responsable logistique"
"1731";7186;"Greffier";"Greffier"
"1732";8434;"Infirmier";"Infirmier"
"1733";2912;"Développeuse front-end";"Développeuse front-end"
"1734";6129;"Artiste musicien";"Artiste musicien"
"1735";308;"Attachée administrative de l'État";"Attachée administrative de l'État"
"1736";8632;"Technicien audiovisuel";"Technicien audiovisuel"
"1737";3608;"Data Manager";"Data analyst"
"1738";5318;"Infirmier spécialisé";"Infirmier spécialisé"
"1739";7750;"Assistante de direction des collectivités territoriales";"Assistante de direction des collectivités territoriales"
"1740";8469;"Directrice communication";"Directrice de la communication"
"1741";8165;"Directeur de projet";"Directeur de projet informatique"
"1742";5490;"Artisan du bâtiment";"Artisan du bâtiment"
"1743";5623;"Préparatrice-vendeuse en boulangerie";"Préparatrice-vendeuse en boulangerie"
"1744";2051;"Responsable de magasin du commerce";"Responsable de magasin du commerce"
"1745";1431;"Chargé de mission environnement";"Chargé de mission environnement"
"1746";3029;"Qualiticienne";"Technicienne qualité"
"1747";761;"Business manager";"Business manager"
"1748";9173;"Chargé de communication interne";"Chargé de communication interne"
"1749";1020;"Enseignement";"Enseignant certifié en collège"
"1750";10232;"Cadre superieur de santé";"Cadre de santé"
"1751";5046;"Pharmacien de l'industrie pharmaceutique";"Pharmacien de l'industrie pharmaceutique"
"1752";4473;"Assistante administrative du transport de marchandises";"Assistante administrative du transport de marchandises"
"1753";547;"Salarié";NA
"1754";10156;"Artisan carrossier";"Artisan carrossier"
"1755";7306;"Agent immobilier (directrice d'agence)";"Agent immobilier (directeur d'agence)"
"1756";4147;"Cuisinière";"Cuisinière"
"1757";9564;"Surveillante pénitentiaire";"Surveillante pénitentiaire"
"1758";433;"Intérimaire";NA
"1759";8797;"Cadre dirigeant d'entreprise industrielle";"Cadre dirigeant d'entreprise industrielle"
"1760";2720;"Consultant en ressources humaines";"Consultant en ressources humaines (RH)"
"1761";6425;"Ingenieur";NA
"1762";4476;"Directeur R&D Monde";"Directeur recherche et développement (R&D) informatique"
"1763";5716;"Kinésithérapeute ostéopathe";"Kinésithérapeute ostéopathe"
"1764";4581;"Employé municipal";"Adjoint municipal"
"1765";9309;"Responsable de production industrielle";"Responsable de production industrielle"
"1766";414;"Agent de restauration collective";"Agent de restauration collective"
"1767";6290;"Agent de police judiciaire (police nationale)";"Agent de police judiciaire (police nationale)"
"1768";1776;"Consultante conseil aux entreprises";"Consultante conseil aux entreprises"
"1769";4883;"Sergent-chef de l'armée";"Sergent-chef de l'armée"
"1770";5537;"Solutions architect";"Architecte de systèmes d'information"
"1771";9237;"Technicienne d'escale";"Agent d'escale du transport aérien"
"1772";2867;"Ingénieur logiciel";"Ingénieur logiciel"
"1773";10309;"Rédactrice de contenus éditoriaux";"Rédactrice de contenus éditoriaux"
"1774";9696;"Enseignant (professeur des écoles)";"Enseignant (professeur des écoles)"
"1775";5880;"Directeur financier d'entreprise (50 salariés ou plus)";"Directeur financier d'entreprise (50 salariés ou plus)"
"1776";8022;"Technicien aéronautique";"Mécanicien aéronautique"
"1777";1443;"Responsable approvisionnements du commerce";"Responsable approvisionnements du commerce"
"1778";7402;"Ingénieur recherche et développement (R&D) de l'industrie";"Ingénieur recherche et développement (R&D) de l'industrie"
"1779";3683;"Employée polyvalente de restaurant";"Employée polyvalente de restaurant"
"1780";7495;"Fonctionnaire territoriale";NA
"1781";6921;"Enseignante certifiée en collège";"Enseignante certifiée en collège"
"1782";4637;"Professeur d'EPS";"Professeur d'éducation physique et sportive (PEPS)"
"1783";5905;"Coordinateur social";"Coordinateur social"
"1784";8744;"Ingénieur aéronautique (recherche et développement)";"Ingénieur aéronautique recherche et développement (R&D)"
"1785";2600;"Employée pépinière";"Ouvrière pépiniériste"
"1786";773;"Cadre SNCF";NA
"1787";6156;"Professeur certifié en collège";"Professeur certifié en collège"
"1788";6766;"Secrétaire administrative d'entreprise";"Secrétaire administrative d'entreprise"
"1789";986;"Surveillant en milieu scolaire (école, collège, lycée)";"Surveillant en milieu scolaire (école, collège, lycée)"
"1790";4608;"RAF";NA
"1791";7711;"Directeur opérationnel";"Directeur exécutif"
"1792";4867;"Inventoriste";"Inventoriste"
"1793";7463;"Responsable communication digitale";"Responsable communication digitale"
"1794";6468;"Enseignant agrégé en lycée";"Enseignant agrégé en lycée"
"1795";4236;"Responsable logistique";"Responsable logistique"
"1796";3864;"Cadre";NA
"1797";415;"Kine";"Kinésithérapeute"
"1798";6564;"Conductrice de travaux";"Conductrice de travaux"
"1799";4537;"Chauffeur poids lourds (PL)";"Chauffeur poids lourds (PL)"
"1800";7756;"Directeur de programmes";"Directeur de programmes immobiliers"
"1801";1837;"Adjointe administrative (secrétariat)";"Adjointe administrative (secrétariat)"
"1802";5506;"Technicien logistique";"Technicien logistique"
"1803";9470;"Data engineer";"Data scientist"
"1804";7323;"Animatrice national réseau";"Animatrice de réseaux de franchises"
"1805";1966;"technicien informatique";"Technicien d'assistance en informatique"
"1806";4985;"Ingénieure de contrôle qualité";"Ingénieure de contrôle qualité"
"1807";302;"Enseignant en lycée professionnel (PLP)";"Enseignant en lycée professionnel (PLP)"
"1808";8412;"Inspection";NA
"1809";1028;"Echafaudeur";"Échafaudeur"
"1810";9160;"Directeur de production industrielle";"Directeur de production industrielle"
"1811";2097;"Équipier polyvalent de la restauration rapide";"Équipier polyvalent de la restauration rapide"
"1812";4070;"Militaire du rang";"Militaire du rang"
"1813";4895;"Archiviste";"Archiviste"
"1814";22;"Fonctionnaire";NA
"1815";9565;"Auteure (autrice) écrivaine";"Auteure (autrice) écrivaine"
"1816";215;"Attaché de direction artistique";"Attaché de direction"
"1817";243;"Masseur kinésithérapeute";"Masseur kinésithérapeute"
"1818";6207;"Agent sécurité incendie SSIAP";"Agent sécurité incendie SSIAP"
"1819";2850;"Responsable informatique";"Responsable service informatique"
"1820";1413;"Premier maître de la marine nationale";"Premier maître de la marine nationale"
"1821";7558;"Agent d'entretien de bureaux ou de locaux";"Agent d'entretien de bureaux ou de locaux"
"1822";6054;"Cadre";NA
"1823";6145;"Professeur des universités";"Professeur des universités"
"1824";4963;"Directeur de la communication (50 salariés ou plus)";"Directeur de la communication (50 salariés ou plus)"
"1825";7372;"PDG";"Présidente ou PDG de filiale"
"1826";5707;"Maréchal des logis chef de gendarmerie";"Maréchal des logis chef de gendarmerie"
"1827";6574;"Responsable logistique";"Responsable logistique"
"1828";6556;"Gestionnaire d'assurance";"Gestionnaire d'assurance"
"1829";5230;"Consultant informatique";"Consultant informatique"
"1830";1107;"Chimiste";"Chimiste"
"1831";2576;"Chef de projet d'affaires";"Chef de projet d'affaires"
"1832";1058;"Cadre de banque";"Cadre commerciale de banque"
"1833";5761;"Ambulancière";"Ambulancière"
"1834";9843;"Cadre administrative des collectivités territoriales";"Cadre administrative des collectivités territoriales"
"1835";6208;"Responsable service administratif";"Responsable service administratif"
"1836";7934;"Dessinateur concepteur";"Dessinateur concepteur"
"1837";1115;"Ingénieur d'études en informatique";"Ingénieur d'études en informatique"
"1838";9376;"Travailleur social";"Travailleur social"
"1839";3170;"Conducteur rer";"Conducteur de RER"
"1840";2634;"Customer Success Manager";"Chef de service clientèle du commerce"
"1841";2300;"Ouvriers";"Ouvrier dans l'agroalimentaire"
"1842";4241;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"1843";2899;"Chef d entreprise";"Chef d'entreprise de l'industrie"
"1844";4447;"technicien SAV";"Technicien électronicien d'installation"
"1845";10150;"Directrice marketing";"Directrice du marketing"
"1846";5464;"Pharmacienne adjointe";"Pharmacienne adjointe"
"1847";5907;"Conseillere";NA
"1848";8988;"Administratrice système informatique";"Administratrice système informatique"
"1849";2686;"Brigadière-chef de police nationale";"Brigadière-chef de la police nationale"
"1850";9362;"Pâtissière chocolatière";"Pâtissière chocolatière"
"1851";4777;"Chef d’entreprise";"Chef d'entreprise de l'industrie"
"1852";8997;"Conseillère clientèle du commerce";"Conseillère clientèle du commerce"
"1853";6592;"Conducteur de bus, de car";"Conducteur de bus, de car"
"1854";6669;"Cadre commercial";"Cadre commercial"
"1855";5713;"Professeur de musique";"Professeur d'école de musique"
"1856";5261;"cadre";NA
"1857";10179;"Éducateur de jeunes enfants (EJE)";"Éducateur de jeunes enfants (EJE)"
"1858";10259;"agent d’escale";"Agent d'escale du transport aérien"
"1859";10115;"Parqueteur";"Parqueteur"
"1860";518;"Pharmacienne";"Pharmacienne"
"1861";8540;"Secrétaire administrative d'entreprise";"Secrétaire administrative d'entreprise"
"1862";3725;"Agent de production en formage des métaux";"Agent de production en formage des métaux"
"1863";2308;"Responsable comptable";"Responsable comptable"
"1864";2756;"Serveuse de restaurant";"Serveuse de restaurant"
"1865";5669;"Enseignant certifié en collège";"Enseignant certifié en collège"
"1866";9851;"Ouvrier paysagiste";"Ouvrier paysagiste"
"1867";10123;"Comptable d'entreprise";"Comptable d'entreprise"
"1868";3076;"Menuisière ébéniste";"Menuisière ébéniste"
"1869";563;"Facteur";"Facteur"
"1870";323;"Chef de service digital";"Chef de service digital"
"1871";719;"MASSEUR KINESITHérapeute";"Masseur kinésithérapeute"
"1872";7054;"cadre";NA
"1873";798;"Conseiller en insertion";"Conseiller en insertion professionnelle"
"1874";6580;"Technicien chargé d'affaire";"Chargé d'affaires commerciales"
"1875";9120;"Kinésithérapeute ostéopathe";"Kinésithérapeute ostéopathe"
"1876";9943;"Chef de service administratif d'entreprise";"Chef de service administratif d'entreprise"
"1877";5719;"Responsable de production industrielle";"Responsable de production industrielle"
"1878";2645;"Puéricultrice PMI";"Puéricultrice PMI"
"1879";7298;"Assistante aux achats";"Assistante aux achats"
